epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,118.686,1.05985,0.52199,0.91112,0.9828,0.97211,0.98877,0.66768,1.27148,0.53699,0.9737,0.000413467,0.000413467,0.000413467
27,121.89,1.07285,0.52061,0.92567,0.98456,0.97346,0.98791,0.68086,1.17232,0.51738,0.94652,0.000412606,0.000412606,0.000412606
28,125.263,1.03939,0.51418,0.90874,0.99116,0.97719,0.98895,0.67015,1.21993,0.52164,0.95149,0.000411745,0.000411745,0.000411745
29,129.844,1.01914,0.49775,0.90358,0.98816,0.98033,0.98883,0.67794,1.23315,0.52573,0.95609,0.000410884,0.000410884,0.000410884
30,133.071,1.02715,0.50408,0.92641,0.99576,0.98023,0.99106,0.69822,1.13766,0.50227,0.94031,0.000410022,0.000410022,0.000410022
31,136.423,1.07081,0.51289,0.91487,0.99282,0.9792,0.99085,0.69272,1.14897,0.49478,0.93883,0.000409161,0.000409161,0.000409161
32,140.305,1.0361,0.50401,0.91826,0.99065,0.97781,0.99095,0.69571,1.19011,0.49865,0.94876,0.0004083,0.0004083,0.0004083
33,144.432,1.02246,0.49543,0.91925,0.99167,0.97924,0.99104,0.6906,1.21561,0.4987,0.95627,0.000407438,0.000407438,0.000407438
34,147.706,1.03734,0.50215,0.90207,0.99296,0.98058,0.99128,0.71062,1.13741,0.47975,0.93814,0.000406577,0.000406577,0.000406577
35,151,0.99111,0.48231,0.90805,0.99659,0.98165,0.99145,0.70679,1.13339,0.48571,0.93386,0.000405716,0.000405716,0.000405716
36,154.836,1.01178,0.4946,0.9085,0.99563,0.98611,0.99159,0.71297,1.15834,0.4748,0.9384,0.000404854,0.000404854,0.000404854
37,159.026,0.98624,0.484,0.905,0.99354,0.9847,0.99152,0.70215,1.20695,0.483,0.95172,0.000403993,0.000403993,0.000403993
38,162.624,0.95934,0.47546,0.89362,0.99446,0.98057,0.99109,0.71246,1.11408,0.47119,0.93059,0.000403132,0.000403132,0.000403132
39,166.068,0.97789,0.46218,0.90908,0.99706,0.9795,0.99121,0.73118,1.05931,0.45852,0.91507,0.000402271,0.000402271,0.000402271
40,171.187,0.99028,0.4786,0.89459,0.99592,0.9799,0.99149,0.7119,1.1342,0.48131,0.93158,0.000401409,0.000401409,0.000401409
41,174.559,1.0299,0.50328,0.90402,0.99466,0.98045,0.9917,0.7069,1.14429,0.48102,0.93555,0.000400548,0.000400548,0.000400548
42,178.137,0.9757,0.46747,0.8888,0.99404,0.98169,0.99187,0.73168,1.07694,0.4592,0.92095,0.000399687,0.000399687,0.000399687
43,182.131,0.98137,0.47103,0.89023,0.99417,0.98296,0.99114,0.71971,1.11261,0.46076,0.92941,0.000398825,0.000398825,0.000398825
44,186.716,0.93499,0.46293,0.88749,0.99137,0.98135,0.99111,0.70423,1.14586,0.46699,0.94092,0.000397964,0.000397964,0.000397964
45,189.99,0.98138,0.4763,0.91469,0.9945,0.98043,0.99156,0.7164,1.11561,0.45762,0.9314,0.000397103,0.000397103,0.000397103
46,193.347,0.9665,0.46978,0.89758,0.9945,0.98092,0.99166,0.72834,1.06083,0.44731,0.9169,0.000396242,0.000396242,0.000396242
47,197.235,0.94643,0.45184,0.88728,0.99644,0.98273,0.9917,0.72188,1.09617,0.45933,0.92277,0.00039538,0.00039538,0.00039538
48,201.287,0.9523,0.45429,0.89333,0.99449,0.98378,0.9919,0.7287,1.09168,0.44909,0.91865,0.000394519,0.000394519,0.000394519
49,204.527,0.94723,0.45847,0.90625,0.99465,0.98059,0.9919,0.73075,1.07284,0.44457,0.91513,0.000393658,0.000393658,0.000393658
50,207.739,0.98774,0.46568,0.89401,0.99262,0.98416,0.99207,0.72182,1.1118,0.44732,0.92867,0.000392796,0.000392796,0.000392796
51,211.967,0.8952,0.4297,0.89732,0.99284,0.98603,0.99218,0.72865,1.11383,0.44687,0.92828,0.000391935,0.000391935,0.000391935
52,215.861,0.95497,0.45378,0.89551,0.99819,0.98246,0.99219,0.72883,1.07285,0.43741,0.91657,0.000391074,0.000391074,0.000391074
53,219.092,0.92094,0.44641,0.8736,0.9963,0.98218,0.99211,0.724,1.08627,0.44307,0.91983,0.000390212,0.000390212,0.000390212
54,222.355,0.87944,0.42811,0.89187,0.99614,0.97986,0.99193,0.73314,1.07567,0.44345,0.91916,0.000389351,0.000389351,0.000389351
55,227.331,0.92792,0.4377,0.8957,0.99449,0.98289,0.99243,0.73153,1.08375,0.43892,0.92259,0.00038849,0.00038849,0.00038849
56,230.849,0.92351,0.43786,0.89006,0.99337,0.98208,0.99215,0.72102,1.10953,0.44499,0.93356,0.000387629,0.000387629,0.000387629
57,234.345,0.93653,0.442,0.88905,0.99452,0.98222,0.99218,0.72146,1.11893,0.44477,0.93594,0.000386767,0.000386767,0.000386767
58,237.692,0.93285,0.43467,0.88559,0.99489,0.98227,0.99211,0.73285,1.05728,0.42927,0.91529,0.000385906,0.000385906,0.000385906
59,242.301,0.94204,0.43335,0.87914,0.99273,0.9834,0.99196,0.72539,1.08046,0.44117,0.91824,0.000385045,0.000385045,0.000385045
60,245.747,0.86697,0.42059,0.8911,0.99518,0.983,0.99189,0.74279,1.03708,0.42269,0.90768,0.000384183,0.000384183,0.000384183
61,249.156,0.93427,0.43299,0.89085,0.99493,0.98356,0.99185,0.74537,1.04222,0.42365,0.90996,0.000383322,0.000383322,0.000383322
62,253.137,0.89749,0.41885,0.88794,0.99171,0.98343,0.99162,0.73108,1.08968,0.44022,0.92365,0.000382461,0.000382461,0.000382461
63,257.468,0.90358,0.43204,0.87369,0.98956,0.98442,0.99179,0.73492,1.09097,0.43734,0.92525,0.000381599,0.000381599,0.000381599
64,260.681,0.87742,0.42417,0.90024,0.99378,0.98667,0.99213,0.73824,1.09066,0.43502,0.92853,0.000380738,0.000380738,0.000380738
65,263.945,0.91156,0.4273,0.87196,0.99368,0.98587,0.99221,0.72896,1.11369,0.44266,0.93742,0.000379877,0.000379877,0.000379877
66,267.893,0.90471,0.43676,0.88652,0.99565,0.98578,0.99231,0.72376,1.13934,0.44316,0.94574,0.000379015,0.000379015,0.000379015
67,271.719,0.89744,0.42175,0.87125,0.996,0.98399,0.99238,0.74368,1.06966,0.42315,0.92755,0.000378154,0.000378154,0.000378154
68,275.267,0.87863,0.40696,0.87948,0.99624,0.98605,0.9924,0.74077,1.06266,0.42265,0.9262,0.000377293,0.000377293,0.000377293
69,278.533,0.87796,0.41019,0.86644,0.99434,0.98732,0.99249,0.7365,1.07506,0.42488,0.92775,0.000376432,0.000376432,0.000376432
70,283.034,0.84626,0.40529,0.87506,0.99025,0.97927,0.98988,0.73934,1.05404,0.42258,0.91561,0.00037557,0.00037557,0.00037557
71,286.71,0.88951,0.42172,0.86857,0.99249,0.97633,0.98974,0.73925,1.0586,0.43035,0.91755,0.000374709,0.000374709,0.000374709
72,289.944,0.90508,0.41899,0.88453,0.99404,0.98133,0.99238,0.72866,1.1045,0.43344,0.93209,0.000373848,0.000373848,0.000373848
73,293.251,0.86896,0.41084,0.87271,0.99674,0.98266,0.99245,0.73699,1.07696,0.42899,0.92301,0.000372986,0.000372986,0.000372986
74,297.814,0.91405,0.44045,0.87962,0.99493,0.98593,0.99259,0.7451,1.056,0.4219,0.91685,0.000372125,0.000372125,0.000372125
75,301.191,0.88053,0.41818,0.87715,0.99627,0.98687,0.99255,0.73666,1.10979,0.42844,0.93592,0.000371264,0.000371264,0.000371264
76,304.494,0.9035,0.43218,0.88206,0.99716,0.98591,0.99248,0.73765,1.09989,0.43505,0.93434,0.000370403,0.000370403,0.000370403
77,307.768,0.86045,0.40853,0.8662,0.99392,0.98931,0.99244,0.74134,1.07421,0.43091,0.92408,0.000369541,0.000369541,0.000369541
78,312.435,0.88589,0.41181,0.88245,0.99434,0.98838,0.99243,0.74099,1.06396,0.42878,0.91778,0.00036868,0.00036868,0.00036868
79,315.682,0.82163,0.41122,0.86366,0.99322,0.98382,0.99237,0.74137,1.05821,0.42235,0.91835,0.000367819,0.000367819,0.000367819
80,319.015,0.8776,0.41218,0.87471,0.9957,0.98391,0.99225,0.72979,1.09381,0.43105,0.93182,0.000366957,0.000366957,0.000366957
81,322.354,0.86528,0.40873,0.87556,0.99591,0.98503,0.99224,0.72959,1.1006,0.42966,0.93572,0.000366096,0.000366096,0.000366096
82,326.834,0.83235,0.39626,0.86047,0.99606,0.98514,0.99227,0.73576,1.09252,0.42844,0.93459,0.000365235,0.000365235,0.000365235
83,330.136,0.85473,0.41724,0.86614,0.99565,0.9856,0.99237,0.73274,1.09987,0.4249,0.93562,0.000364373,0.000364373,0.000364373
84,333.407,0.85966,0.4114,0.87713,0.99647,0.98632,0.99215,0.73827,1.07992,0.4282,0.9274,0.000363512,0.000363512,0.000363512
85,337.155,0.81901,0.39773,0.8584,0.99557,0.98681,0.99212,0.7415,1.07123,0.43012,0.92412,0.000362651,0.000362651,0.000362651
86,341.388,0.86906,0.41403,0.86285,0.99537,0.98698,0.99222,0.73744,1.08606,0.41804,0.92992,0.00036179,0.00036179,0.00036179
87,344.77,0.86589,0.41896,0.8774,0.99609,0.98978,0.9921,0.74377,1.07238,0.418,0.92322,0.000360928,0.000360928,0.000360928
88,348.08,0.84629,0.41332,0.86261,0.99501,0.98804,0.99201,0.74883,1.06364,0.42525,0.92274,0.000360067,0.000360067,0.000360067
89,352.36,0.82109,0.3983,0.86728,0.99646,0.98637,0.9921,0.75016,1.06728,0.41614,0.92727,0.000359206,0.000359206,0.000359206
90,356.353,0.84064,0.4044,0.86095,0.99586,0.98531,0.99222,0.74033,1.10375,0.43039,0.93784,0.000358344,0.000358344,0.000358344
91,359.619,0.82232,0.39538,0.86931,0.99704,0.98308,0.99232,0.75322,1.06583,0.42936,0.92472,0.000357483,0.000357483,0.000357483
92,363.085,0.88235,0.41239,0.87092,0.9972,0.9836,0.99243,0.75226,1.06711,0.41866,0.92235,0.000356622,0.000356622,0.000356622
93,367.678,0.82657,0.39483,0.85977,0.99676,0.98265,0.99244,0.74574,1.07358,0.41958,0.92389,0.00035576,0.00035576,0.00035576
94,371.139,0.82951,0.39775,0.86958,0.99617,0.98236,0.99237,0.73547,1.09058,0.4298,0.92986,0.000354899,0.000354899,0.000354899
95,374.5,0.8384,0.39886,0.85955,0.99591,0.98209,0.9923,0.73953,1.08682,0.42072,0.93037,0.000354038,0.000354038,0.000354038
96,377.829,0.84644,0.41037,0.86035,0.99278,0.98641,0.99213,0.72978,1.11063,0.42827,0.94262,0.000353177,0.000353177,0.000353177
97,382.425,0.83663,0.39438,0.86885,0.99278,0.98526,0.99216,0.7336,1.10549,0.42643,0.94117,0.000352315,0.000352315,0.000352315
98,385.733,0.81868,0.38927,0.85899,0.99463,0.98475,0.99234,0.74243,1.09184,0.41523,0.93526,0.000351454,0.000351454,0.000351454
99,389.464,0.80756,0.39933,0.85946,0.99456,0.98918,0.9924,0.74688,1.06388,0.40925,0.92494,0.000350593,0.000350593,0.000350593
100,393.412,0.83287,0.38451,0.87259,0.99654,0.98827,0.99236,0.74646,1.04521,0.41243,0.91783,0.000349731,0.000349731,0.000349731
101,397.58,0.77619,0.36898,0.86829,0.99637,0.98671,0.99253,0.74317,1.05099,0.40969,0.91798,0.00034887,0.00034887,0.00034887
102,400.954,0.82278,0.38634,0.86041,0.99486,0.98698,0.99269,0.75115,1.03635,0.41035,0.91869,0.000348009,0.000348009,0.000348009
103,404.332,0.81975,0.38642,0.85647,0.99513,0.98918,0.99263,0.74865,1.04988,0.41385,0.92486,0.000347147,0.000347147,0.000347147
104,408.611,0.81472,0.39427,0.85913,0.99619,0.98846,0.99264,0.75221,1.05005,0.4089,0.92434,0.000346286,0.000346286,0.000346286
105,412.363,0.81424,0.39244,0.85937,0.99616,0.98835,0.99262,0.75476,1.03787,0.40472,0.91972,0.000345425,0.000345425,0.000345425
106,415.948,0.83982,0.38621,0.86291,0.99588,0.98844,0.99262,0.75578,1.03243,0.40869,0.91901,0.000344563,0.000344563,0.000344563
107,419.616,0.83238,0.39392,0.87589,0.99758,0.98696,0.99258,0.74599,1.06918,0.41657,0.93086,0.000343702,0.000343702,0.000343702
108,424.568,0.78809,0.38378,0.85537,0.99797,0.98837,0.99257,0.7572,1.04162,0.41002,0.92053,0.000342841,0.000342841,0.000342841
109,428.378,0.82169,0.38451,0.85972,0.99716,0.98788,0.9924,0.76079,1.03114,0.41048,0.91684,0.00034198,0.00034198,0.00034198
110,431.838,0.8555,0.40338,0.86594,0.99744,0.98699,0.99208,0.75281,1.04405,0.4119,0.9201,0.000341118,0.000341118,0.000341118
111,435.73,0.79124,0.38212,0.86157,0.99635,0.98489,0.99219,0.7502,1.0674,0.41012,0.92498,0.000340257,0.000340257,0.000340257
112,440.162,0.80098,0.38312,0.86342,0.99646,0.98452,0.99228,0.74607,1.05973,0.41533,0.92615,0.000339396,0.000339396,0.000339396
113,443.575,0.81673,0.38297,0.872,0.99629,0.98446,0.99226,0.7447,1.05848,0.41054,0.92565,0.000338534,0.000338534,0.000338534
114,446.878,0.80721,0.3819,0.86621,0.99487,0.98355,0.99247,0.75084,1.05921,0.40572,0.92579,0.000337673,0.000337673,0.000337673
115,451.22,0.78724,0.37225,0.85313,0.9942,0.9853,0.99276,0.74799,1.07194,0.41098,0.92846,0.000336812,0.000336812,0.000336812
116,455.021,0.7863,0.37023,0.85224,0.99517,0.98752,0.99296,0.74096,1.07715,0.41112,0.93132,0.000335951,0.000335951,0.000335951
117,458.284,0.80224,0.38118,0.86053,0.99565,0.98864,0.99301,0.74019,1.07703,0.40792,0.93167,0.000335089,0.000335089,0.000335089
118,461.711,0.83914,0.38548,0.86407,0.99518,0.98968,0.99289,0.74356,1.08955,0.40667,0.93347,0.000334228,0.000334228,0.000334228
119,466.332,0.80996,0.38099,0.86099,0.99527,0.99076,0.9926,0.74621,1.07831,0.40923,0.92972,0.000333367,0.000333367,0.000333367
120,469.758,0.78886,0.37319,0.85714,0.99641,0.98915,0.99231,0.7516,1.06408,0.40932,0.92589,0.000332505,0.000332505,0.000332505
121,473.026,0.79263,0.37451,0.86117,0.99599,0.98908,0.99214,0.74971,1.06221,0.40231,0.92674,0.000331644,0.000331644,0.000331644
122,476.453,0.78423,0.37704,0.85962,0.99712,0.9891,0.99207,0.74624,1.06568,0.40198,0.9286,0.000330783,0.000330783,0.000330783
123,480.996,0.78991,0.37087,0.8486,0.99735,0.98896,0.99218,0.74303,1.0766,0.41088,0.93863,0.000329921,0.000329921,0.000329921
124,484.355,0.79311,0.37386,0.85309,0.99707,0.98848,0.99248,0.75036,1.06816,0.40902,0.93608,0.00032906,0.00032906,0.00032906
125,487.595,0.76503,0.35725,0.85112,0.99715,0.98816,0.99258,0.74413,1.07641,0.40738,0.9389,0.000328199,0.000328199,0.000328199
126,491.059,0.78261,0.36763,0.86017,0.99733,0.98668,0.99244,0.74734,1.06468,0.40479,0.93391,0.000327337,0.000327337,0.000327337
127,495.593,0.7817,0.37494,0.86152,0.99637,0.98667,0.99247,0.749,1.06699,0.41271,0.93045,0.000326476,0.000326476,0.000326476
128,499.062,0.80475,0.37595,0.86081,0.99609,0.98816,0.99258,0.74625,1.07852,0.41132,0.93257,0.000325615,0.000325615,0.000325615
129,502.346,0.81727,0.3813,0.85992,0.99607,0.9875,0.99258,0.74969,1.06203,0.40671,0.92952,0.000324754,0.000324754,0.000324754
130,506.482,0.75991,0.35642,0.8528,0.99537,0.98834,0.9925,0.75463,1.04736,0.40475,0.9234,0.000323892,0.000323892,0.000323892
131,510.477,0.75362,0.35958,0.85751,0.99721,0.98662,0.99252,0.754,1.06902,0.39943,0.93307,0.000323031,0.000323031,0.000323031
132,513.807,0.79772,0.37966,0.85977,0.99772,0.98684,0.99251,0.74929,1.07875,0.40497,0.93579,0.00032217,0.00032217,0.00032217
133,517.112,0.80371,0.37712,0.86422,0.99716,0.98663,0.9925,0.74082,1.09909,0.41426,0.94051,0.000321308,0.000321308,0.000321308
134,521.255,0.82517,0.38999,0.86355,0.99696,0.98628,0.99246,0.7259,1.13641,0.42412,0.95258,0.000320447,0.000320447,0.000320447
135,525.038,0.80013,0.37822,0.85592,0.9974,0.98648,0.99249,0.73837,1.10318,0.413,0.93999,0.000319586,0.000319586,0.000319586
136,528.307,0.77367,0.36776,0.84971,0.99771,0.98619,0.9925,0.74991,1.06051,0.4038,0.92673,0.000318725,0.000318725,0.000318725
137,531.585,0.76525,0.36334,0.86781,0.998,0.98606,0.99243,0.74743,1.07267,0.40559,0.93187,0.000317863,0.000317863,0.000317863
138,536.378,0.77947,0.37899,0.85574,0.99765,0.98605,0.99244,0.7475,1.08535,0.40937,0.93689,0.000317002,0.000317002,0.000317002
139,539.738,0.78608,0.37079,0.85529,0.9969,0.98596,0.99243,0.75169,1.05644,0.40278,0.92843,0.000316141,0.000316141,0.000316141
140,543.095,0.7948,0.37601,0.86227,0.9965,0.98119,0.9925,0.74752,1.07562,0.41946,0.936,0.000315279,0.000315279,0.000315279
141,546.612,0.75508,0.36244,0.85416,0.99704,0.98229,0.99248,0.75036,1.06149,0.41481,0.93184,0.000314418,0.000314418,0.000314418
142,551.272,0.75206,0.36331,0.84158,0.99591,0.98624,0.99256,0.74707,1.06585,0.41142,0.93378,0.000313557,0.000313557,0.000313557
143,554.595,0.72817,0.35546,0.84245,0.99708,0.98723,0.99273,0.74816,1.06182,0.40897,0.93017,0.000312695,0.000312695,0.000312695
144,557.839,0.73147,0.35258,0.84512,0.99704,0.98874,0.99278,0.74801,1.04646,0.39878,0.92585,0.000311834,0.000311834,0.000311834
145,561.527,0.79924,0.37291,0.85158,0.99689,0.98864,0.99278,0.74265,1.05292,0.3982,0.92753,0.000310973,0.000310973,0.000310973
146,565.849,0.75596,0.36175,0.84936,0.99567,0.98363,0.99269,0.75049,1.05342,0.40463,0.92837,0.000310111,0.000310111,0.000310111
147,569.252,0.71003,0.34345,0.84912,0.96887,0.98314,0.99269,0.74597,1.06278,0.40879,0.93379,0.00030925,0.00030925,0.00030925
148,572.57,0.76555,0.3638,0.84522,0.96737,0.98119,0.99256,0.7368,1.09904,0.42524,0.94705,0.000308389,0.000308389,0.000308389
149,576.233,0.75243,0.3614,0.84958,0.97322,0.98184,0.99256,0.74293,1.08336,0.41702,0.94257,0.000307528,0.000307528,0.000307528
150,580.489,0.74022,0.35997,0.84461,0.99588,0.98788,0.99259,0.75528,1.05185,0.39713,0.93111,0.000306666,0.000306666,0.000306666
151,583.832,0.75229,0.35611,0.85969,0.99638,0.98781,0.99265,0.74337,1.07202,0.4006,0.93714,0.000305805,0.000305805,0.000305805
152,587.152,0.73525,0.35588,0.83955,0.99725,0.98588,0.99269,0.75262,1.06236,0.39868,0.9338,0.000304944,0.000304944,0.000304944
153,591.369,0.73797,0.35112,0.85546,0.99705,0.98627,0.99268,0.76023,1.05392,0.39695,0.93003,0.000304082,0.000304082,0.000304082
154,595.505,0.75012,0.3576,0.86249,0.99735,0.98709,0.9927,0.76222,1.0482,0.39728,0.92798,0.000303221,0.000303221,0.000303221
155,599.031,0.72254,0.34953,0.84256,0.99594,0.98637,0.99276,0.75556,1.07886,0.40317,0.93486,0.00030236,0.00030236,0.00030236
156,602.399,0.74447,0.35327,0.84498,0.99555,0.98752,0.99275,0.76455,1.04569,0.39354,0.92582,0.000301498,0.000301498,0.000301498
157,607.263,0.7275,0.34816,0.83623,0.99527,0.98731,0.99282,0.76735,1.03676,0.38868,0.92522,0.000300637,0.000300637,0.000300637
158,610.799,0.70004,0.34055,0.84417,0.99612,0.98664,0.99223,0.75953,1.07325,0.39591,0.93788,0.000299776,0.000299776,0.000299776
159,614.116,0.7317,0.35178,0.83219,0.99679,0.9873,0.99263,0.77228,1.04646,0.39154,0.92837,0.000298915,0.000298915,0.000298915
160,617.985,0.72336,0.34648,0.83754,0.99725,0.98752,0.99281,0.76586,1.05077,0.39578,0.92772,0.000298053,0.000298053,0.000298053
161,622.563,0.72419,0.34964,0.84614,0.99732,0.98752,0.99287,0.76079,1.06914,0.39742,0.93318,0.000297192,0.000297192,0.000297192
162,625.869,0.73654,0.34965,0.84421,0.9974,0.98752,0.99305,0.76107,1.04624,0.39295,0.92809,0.000296331,0.000296331,0.000296331
163,629.532,0.74634,0.35141,0.83941,0.9976,0.9877,0.99312,0.76246,1.04712,0.39559,0.92771,0.000295469,0.000295469,0.000295469
164,633.573,0.73639,0.34548,0.85662,0.99744,0.98741,0.99303,0.75944,1.04526,0.38891,0.92626,0.000294608,0.000294608,0.000294608
165,637.556,0.73519,0.35093,0.83826,0.99772,0.9873,0.99293,0.76285,1.04483,0.39307,0.92654,0.000293747,0.000293747,0.000293747
166,640.901,0.70991,0.34917,0.83942,0.99772,0.98743,0.99288,0.76375,1.0387,0.39727,0.92392,0.000292885,0.000292885,0.000292885
167,644.218,0.73693,0.35792,0.84113,0.99675,0.98667,0.99286,0.75454,1.06042,0.39479,0.92884,0.000292024,0.000292024,0.000292024
168,648.482,0.69138,0.33403,0.83585,0.99496,0.98695,0.9926,0.75948,1.05418,0.39863,0.92681,0.000291163,0.000291163,0.000291163
169,652.231,0.71604,0.34653,0.83286,0.99652,0.98587,0.99297,0.76087,1.05448,0.40171,0.92626,0.000290302,0.000290302,0.000290302
170,655.592,0.72184,0.3497,0.83998,0.99746,0.98697,0.99236,0.75979,1.04429,0.39652,0.92617,0.00028944,0.00028944,0.00028944
171,658.879,0.73393,0.35161,0.843,0.99678,0.987,0.99284,0.76158,1.04413,0.39419,0.92715,0.000288579,0.000288579,0.000288579
172,663.249,0.67438,0.33222,0.83256,0.99757,0.987,0.99283,0.75374,1.0604,0.39881,0.93337,0.000287718,0.000287718,0.000287718
173,666.889,0.70569,0.34607,0.8463,0.99728,0.98685,0.99284,0.75628,1.05586,0.39752,0.93379,0.000286856,0.000286856,0.000286856
174,670.233,0.69385,0.33215,0.83592,0.99772,0.98646,0.99294,0.75742,1.06157,0.39751,0.93682,0.000285995,0.000285995,0.000285995
175,673.576,0.69557,0.33463,0.84243,0.99787,0.987,0.99308,0.76334,1.04636,0.39104,0.93159,0.000285134,0.000285134,0.000285134
176,678.054,0.72681,0.3517,0.84745,0.99717,0.98648,0.99253,0.75447,1.08128,0.40135,0.94212,0.000284272,0.000284272,0.000284272
177,681.591,0.71009,0.34643,0.84624,0.99774,0.98684,0.99244,0.7554,1.08289,0.40246,0.94348,0.000283411,0.000283411,0.000283411
178,684.899,0.7211,0.34752,0.84918,0.99653,0.98804,0.99314,0.76063,1.0506,0.39569,0.93324,0.00028255,0.00028255,0.00028255
179,688.629,0.71991,0.35187,0.84925,0.99657,0.98734,0.99252,0.75891,1.05854,0.39035,0.93529,0.000281689,0.000281689,0.000281689
180,693.123,0.72043,0.35035,0.83532,0.99603,0.9868,0.99239,0.75295,1.07872,0.39658,0.93991,0.000280827,0.000280827,0.000280827
181,696.493,0.7359,0.35218,0.84658,0.99585,0.98697,0.99228,0.75755,1.06319,0.39557,0.93454,0.000279966,0.000279966,0.000279966
182,699.816,0.72645,0.35231,0.84107,0.99558,0.98715,0.99296,0.76332,1.03811,0.39042,0.92792,0.000279105,0.000279105,0.000279105
183,703.595,0.72131,0.35419,0.84788,0.99559,0.98732,0.99219,0.75798,1.06826,0.40268,0.939,0.000278243,0.000278243,0.000278243
184,707.681,0.71974,0.35145,0.83979,0.99518,0.98714,0.99216,0.75633,1.08658,0.40681,0.94697,0.000277382,0.000277382,0.000277382
185,711.015,0.70304,0.34728,0.84564,0.99593,0.9875,0.99279,0.76136,1.06926,0.40017,0.94195,0.000276521,0.000276521,0.000276521
